0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Class_names,Filenames,Predicted_classes
0,3.7167256,0,2.7616024,0,0,1.1739992,1.6290007,0,0,0,0,0,0,2.711849,0,5.005447,0,0,0,3.017002,0,1.0582898,1.6203159,0,0,1.6639363,2.5387154,0.47905728,0.19159633,0,0.38374525,0,0.19371717,1.1248424,0,0,0.91246647,2.0168822,1.0262139,0,0,0,7.0099983,0,0,0,0,3.4528172,0,1.2734118,4.3713183,0,0.39937204,1.2631369,0,3.321604,0,0,1.9045318,0,0,0,1.4465107,pylon and posters,108_pylon and posters.jpg,43
0.89711803,2.028171,0,1.9136045,0,0,0,0,0,0,0,0,0,0,0,0,2.8241777,0,2.0038843,0,0,0,0,0.016822448,0,0,0,0,0.11290545,0.63810873,0,0,0,0.002515632,0.94532245,0,1.7106234,1.0095854,0,0,0.7087068,0,0,4.214927,0,0,0,0,2.6856384,1.5041629,0.68666667,2.466662,0,0.6613624,0,0,2.408177,0,0,0.36012572,0,0,0,0,pylon and posters,21_pylon and posters.jpg,43
1.7527392,3.6106215,0,0,0,0,0.61620194,0,2.5991848,0,0,0,0,0,3.6870506,0,0,2.0517704,1.327637,1.2221116,0,0,0.8443676,2.1503003,0,0,0,1.7358422,0.8021929,3.5346484,0.17540316,0,0,0,2.2859547,0,2.6157804,0,0,0,0,0,2.4901896,5.3789606,0.88403624,0,0.10752022,0,2.973421,0.24338102,0,1.6101148,0,0,1.5758828,0,2.22283,0.7481748,0,0.39716232,0,0,2.3735702,0,pylon and posters,52_pylon and posters.jpg,43
1.0212672,2.3896983,0,1.7689108,0,0,2.6905606,1.7703022,0,0,0,0,0,0,2.0470746,0,0.07488266,0,0,0,0,0,2.5646563,0.5533737,0,0,0,1.5937529,0,2.7693572,0,3.499227,0,0,1.9941095,0,0,1.0104737,0.7168781,0.4947964,0,0,1.453569,3.313845,0,0,0,0,5.6977363,0.766022,2.3619423,2.3346732,0,0,2.2232625,0,1.1925882,0.121886045,0,0.9056472,0,0,0,3.1287684,pylon and posters,47_pylon and posters.jpg,48
5.5002847,2.4517143,0,3.0481837,0,0,0,0,0.86292845,0,0,0,0,0,0,0,0,0,6.706598,2.3820622,0,0,0,0,0,0,0,0,0,3.5618956,0.2535032,0,0,1.5811642,0,0,2.8422706,0,0,0,0,0,1.6512253,7.943484,0,0,0,0,6.2941194,2.7654402,0,5.104933,0,0,2.42573,0,1.1610721,0,0,1.5276834,0,1.3183188,0,0,pylon and posters,85_pylon and posters.jpg,43
3.231394,2.4164326,0,1.5643703,0,0,0,0,0.34911054,0,0,0.6814635,0,0,0,0,0,0,1.4750597,0,0.11235434,0,0.7762196,0.019267222,0,0,0.3519177,0.24961697,0,2.0783432,0,0.3461459,0,0,0.36932102,0.111508854,0,0,0.4781362,0,0,0,1.1419324,4.342203,0,0,2.1658459,0,1.8199308,0,0,1.7463918,0,0,1.2083818,0,0.9687323,0,0,2.0912437,0,1.0989752,0,1.6429588,pylon and posters,63_pylon and posters.jpg,43
2.4303358,0,0,1.8574033,0,0,0,0,0,0,0,0,0,0,2.5103078,0,0,0,2.2539065,0.8665653,0,0,0,0,0,0,2.8664541,0,0,2.9708934,2.0031202,1.0841963,0,0,0,0,2.300941,0,0,0,0,0,0,3.1866388,0,0,2.2638159,0,2.1512263,1.0189056,0.104677506,0,0,0,0.7881871,0,1.4038597,0,0,0,0,0.27578393,0,0,pylon and posters,14_pylon and posters.jpg,43
2.4330826,0,0,1.492265,0,0,0,0.45727798,0.63767,0,0,0,0,0,0,0,0.02992326,0,2.442433,3.0284774,0,0,0,0,0,0,0.49061105,0,2.5884905,0.32913333,0,0,0,0.31373337,0,0,0.67297316,0.92201525,0,0,1.6290367,0,0,3.5799012,0,0,1.086945,0,5.1748743,2.6006484,0,2.38322,0,0,0,0,3.0236537,1.5972648,0,0,0,0,0,1.2355074,pylon and posters,78_pylon and posters.jpg,48
0.2475027,3.318872,0,1.5039233,0,0,0,0.7900297,0.8555043,0,0,0,0,0,0,0,2.973833,0.6268381,0,0.41187966,0,0,2.5783658,0.3813624,0,0,1.5456144,0.76063,0.8161675,0,0,0,0,0.5086621,2.060943,0,1.5529245,0,0.19726196,0,0,0,0,4.57199,0,0,0.4565176,0,0.41619122,1.6032304,0.7798194,1.020676,0,0.26612774,0.832943,0,4.8371296,0,0,0.17258301,0,0,0,0.042284973,pylon and posters,2_pylon and posters.jpg,56
2.1537104,2.8658326,0,2.8404777,0,0,0,0,0.43685508,0,0,0,0,0,0,0,1.8944038,0,1.3401734,2.6956952,0,0,0,0,0,0,0,0,0,1.4076811,0.4629556,0,0,1.2124357,2.009384,0,2.1330247,0.48085395,0,0.1457068,0,0,0.4611586,5.1030087,0,0,0,0,3.8916757,0.9136685,0,3.2398422,0,0,1.7358502,0,4.193126,0.35191572,0,0,0,0.2512109,0,1.3270254,pylon and posters,31_pylon and posters.jpg,43
0.042257324,0,0,3.67023,0,0,0,0,0,0,0,0.7665437,0.19930585,0,1.4767979,0,2.0538716,2.3909006,4.9750323,2.3595724,0,0,7.272805,0,0,0,0,1.4857705,3.6416273,0,0,0,0,0,0,0,2.6447396,0,0,0,0,0,0,7.269636,0,0,0,0,4.9894476,0,0,2.2635703,0,0,3.0302956,0,1.8446182,0,0,0,0,0,0,2.64416,pylon and posters,115_pylon and posters.jpg,22
3.265263,3.9007554,0,1.1737677,0,0,0,0,0,0,0,0,0,0,0.7242768,0,0,0,3.169693,2.1965518,0,0,0,0,0,0,0,0,0,2.4994302,0,0.7563815,0,0.9986746,2.159909,0,0,0.8597098,0,0,0,0,2.621173,3.740644,0,0,0,0,4.6151,3.6085167,0.9997226,4.295916,0,0,2.0101092,0,0.15168087,0,0,0,0,0,0,0,pylon and posters,127_pylon and posters.jpg,48
1.8013482,0.7546637,0,1.5316356,0,0,0,0,0.8443357,0,0,0,0,0,0,0,0.023220628,0,0.40744114,0.11656663,0,0,0,0.16888171,0,0,0.06945982,0.31535786,0,2.816573,0.54370284,1.1248835,0,0.6826374,2.316486,0,0,0,0.1268998,0,0,0,0,3.7889054,0,0,0,0,2.2629793,0.39222667,0,2.439882,0,0,0.28379965,0,0.43861175,0,0,0.27213386,0,0.3539555,0,0.25594383,pylon and posters,128_pylon and posters.jpg,43
3.6017375,0.39753813,0,5.915471,0,0,0,0,0.369811,0,0,0,0,0,1.8969733,0,0,1.0794764,2.06845,2.4013557,0,0,1.9808813,0,0,0,0.68551755,0,0,1.5128423,0,0,0,0.84410244,1.0234658,0,0,0,0,0,0,0,0,6.7214274,0,0,0,0,3.5608122,1.978556,0.13806494,2.5847583,0,0,0.01705637,0,3.735224,0.8825457,0,0,0,1.716418,0.7817029,3.1675708,pylon and posters,71_pylon and posters.jpg,43
