0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Class_names,Filenames,Predicted_classes
2.4465632,3.248819,0,1.8996271,0,0,0,0,0.40924266,0,0,0,0,0,1.2940215,0,2.9391582,0,1.6368059,0.71568924,0,0,2.3906026,0,0,0,0.48941317,0,0,1.6498771,1.075736,0,0,0,0.19699043,0,3.9883926,0,0,0.1726067,0,0,0,11.015898,0,0,0,0,7.9835887,0,0,4.043994,0,1.8084168,2.6885538,0,4.6533594,0,0,0,0,0,0,1.6500577,skyscraper,160_skyscraper.jpeg,43
4.966184,0,0,2.0769973,0,0,0,0,0,0,0,3.571535,0,0,0,0,0.35284567,1.9372363,0,0.33936626,0,0,5.4194646,0,0,0,4.081943,0,4.527623,0.7710048,0,0,0,0,0,1.4979446,0,0,0,0,0,0.25951168,0,8.019661,0,0,3.5172007,0,7.943309,0,0,3.2655694,0,0,6.152736,0,4.451832,0,0,0,0,0,0,4.783132,skyscraper,188_skyscraper.jpeg,43
1.8789402,0,0,2.6086655,0,0,0,0,0,0,0,0.20251352,0.19169454,0,0,0,0.64149886,0.48212197,0.8934585,0.55523443,0,0,2.8654966,0,0,0,1.2163482,0,1.7884544,0,0,0,0,0,0,0,0,0,0,0,0.7625119,0,0.53156275,6.613048,0,0,1.7042851,0,6.8930235,0,0.7068582,5.2484035,0,0,2.4535286,0,4.3235903,0,0,0,0,0,0,2.6301446,skyscraper,121_skyscraper.jpeg,48
5.265009,0,0,2.1772628,0,0,0,0,0,0,0,0.022167997,0,0,0,0,0.26741838,0.08637743,0,1.6319901,0,0,3.89504,0,0,0,3.3825798,0,2.7404332,0.14439382,0,0,0,0,0,0.03461034,0.44730154,0,0,0,0,0,0.16035172,7.8817477,0,0,2.5662248,0,5.730502,0.2500305,0,3.1179264,0,0,4.0762844,0,3.3700166,0,0,0,0,0,0,2.7401254,skyscraper,81_skyscraper.jpeg,43
2.0441086,0,0,1.2896874,0,0,0,0,0,0,0,0,0,0,0.74350953,0,1.1700419,0,1.9533427,2.0761414,0,0,3.177391,0,0,0,0,0,3.9224715,1.015546,0,0,0,0,0,0,0,0,0,0,0,0,1.4212109,7.3031282,0,0,0.11490379,0,5.497209,1.487841,1.6434581,5.04238,0,0,1.8256273,0,4.1831617,0,0,0,0,0,0,1.9286388,skyscraper,173_skyscraper.jpeg,43
2.2872674,0,0,1.722794,0,0,0,0,0,0,0,0,0,0,1.0646628,0,0.2807327,2.7630606,1.9780353,3.6988082,0,0,4.819167,0,0,0,0.7483948,0,6.060884,0,0,0,0,0,0,0,1.8576336,0,0,0,0,1.3394636,1.5495759,9.411266,0,0,1.3664154,0,5.2022376,1.8008232,3.2256677,1.6706107,0,1.3632212,2.2893333,0,4.60003,0,0,0,0,0,0,5.021455,skyscraper,191_skyscraper.jpeg,43
0,4.2539816,0,1.1170431,0,0,0.7046728,1.7306767,0,0,0,0,0,0,0.8083258,0,1.7838293,0.44542518,0,0.61543816,0,0,4.733026,1.2114735,0,0,1.2806286,1.5305356,1.590866,0.8216449,0,0,0,0,0,0.31434268,1.2665823,0,0,0,0,0,0.65560704,7.289647,0,0,0.9697195,0,3.0189002,0.078665935,1.4207009,3.573242,0,0,5.860042,0,0.17366861,0,0,1.6259122,0,0,0,0,skyscraper,148_skyscraper.jpeg,43
0,1.7142222,0,0.89178276,0,0,3.0707722,0.5151515,0,0,0,0,0.36266276,0,2.8958275,0,3.0716639,0,3.7220037,1.2367274,0,0,1.4392251,0.77981836,0,0,1.5140064,0,4.9954686,0.9448559,0,0,0,0,0,0.21970932,0.08581949,0,0,0,0,0,0,6.7698474,0.06711986,0,0,0,4.604965,2.7126627,1.9377195,4.902805,0,1.5086592,2.047233,0,3.817517,0,0,0,0,0,0,1.474781,skyscraper,164_skyscraper.jpeg,43
3.7131698,0,0,2.099892,0,0,0.6717214,0,0,0,0,0.3767596,0,0,0.13826692,0,0.96290237,1.0362321,2.1189356,0.39118195,0,0,4.502682,0,0,0,1.7557214,0,2.653654,0.08397691,0,0,0,0,0.7130283,0,0,0,0,0,0,0,0,8.185233,0,0,1.1990522,0,8.185933,0,0.78768533,4.117944,0,0.2274477,3.4518018,0,3.6432297,0,0,0,0,0,0,4.2939434,skyscraper,126_skyscraper.jpeg,48
3.078786,1.0384431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7704203,3.0741856,0,0,0,0,0,0,0.7468122,0,0,0.011915924,0.03272149,0.8500684,0,0,0,0,0.19432236,0.4349278,0,0,0.95002127,0,0,4.5537333,0,0,0.29634157,0,4.315037,4.318706,0,2.532988,0,0,1.2108378,0,1.488146,0,0,0,0,0,0,0,skyscraper,175_skyscraper.jpeg,43
