0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Class_names,Filenames,Predicted_classes
3.1840544,2.5956051,0,1.2440432,0,0,2.0252314,0,0,0,0,0.9036111,0,0,0,0,0,0,1.1488502,1.8704343,0,0,0,0,0,0,0,0,0,1.2004468,4.03851,4.12382,0,0.45893133,0.13504316,0,1.1394383,0.30932322,0,1.0501007,0.15681289,0,0,2.9045095,0,0,0,0,3.5611107,1.8315395,0,2.9574244,0,0,2.2776024,0,2.647439,0,0,0,0,0,0.48965335,0,slope,2_slope.jpeg,31
4.2055607,1.5926129,0,0.7380614,0,0,0,0.2545431,0,0,0,0.1430756,0,0,0,0,0,0.71778655,0.71853346,2.265909,0,0,0.4899818,0,0,0,0,0,0,4.1494718,1.0417476,0.26066294,0,1.1139325,0,0,0,0,0,0,0,0,1.3448355,4.7891345,0,0,0,0,3.7963402,3.6909778,0,1.4850866,0,0,4.153831,0,2.0765314,0,0,0,0,0,1.6373066,0,slope,83_slope.jpeg,43
0.17822488,0,0,1.0487119,0,0,1.678865,0,0.41225055,0,0,0,0.49011138,0,0,0,0,0,0.5760646,0,0,0,2.0878477,0,0,0,0,0,0,0.49153984,0.40190983,3.252334,0,0.24864031,0.05696268,0,0,0,1.8342834,0.9727385,0,0,0,1.7280962,0,0,0,0,2.5981438,0,0,0,0,0,1.0591553,0,0,0.63208276,0,0.65210855,0,0,0,0.9764628,slope,71_slope.jpeg,31
0,0.52691305,0,0.70863605,0,0,2.7536912,0,0,0,0,0,0.48520747,0,2.2984314,0,0.6016449,1.083354,0.4923905,0,0.1850256,0,4.06234,0.37628004,0,0,0,0.7077018,0.620052,1.0988274,0,1.6642027,0,0,0.40544382,0,0,0,1.1755275,1.6515902,0,1.8826146,2.1193619,3.6112916,0.36452648,0,0,0,3.9891422,0,2.282483,4.5648475,0,0.34920108,2.6461604,0,1.1869394,0,0,1.5253583,0,0,0.5192306,1.4203976,slope,82_slope.jpeg,51
2.610703,0.17408168,0,0.7441162,0,0,0.41450596,0,0.614352,0,0,1.210477,0,0,0,0,0,0,1.7720513,4.5495076,0,0,0,0,0,0,0,0,0,2.501321,3.5493245,0.4838697,0,0,0,0,0.22516459,1.7964115,0,0,0,0,0.16659135,2.532154,0,0,0.52683854,0,3.4596465,3.8562846,0,2.1857326,0,0,1.7551571,0,1.919413,0,0,0,0,0,0,0,slope,122_slope.jpeg,19
2.1727045,4.0764756,0,2.6044786,0,0,0,0.75672585,0,0,0,0,0,0,2.1563723,0,0.23772866,0,3.137902,1.8217447,0,0,0,0.96212673,0,0,0.9901044,0.01714869,0,1.9855361,0.28197998,1.6085759,0,0.259518,0.13007408,0,1.3173553,0,0.3273541,0,0,0,0.23503453,5.573279,0,0,0,0,4.6546702,3.0802815,0.7162122,2.8865595,0,0,1.8160323,0,2.574713,0.50202405,0,2.3407633,0,1.8286539,0,0,slope,51_slope.jpeg,43
1.6552635,0,0,0.1060348,0,0,0,0.038789306,0.5518248,0,0,0,0,0,0.29493842,0,0,0,2.7452767,0.39725742,0.36029908,0,0.29954016,0,0,0,0,0,0.029510723,2.6236827,0,0,0,0,0,0,1.1934589,0,0,0,0,0,1.8680764,2.3639433,0,0,0,0,4.3659034,2.8156366,2.26239,0.3381434,0,0,0,0,3.2683287,0,0,0,0,0,0,0.9639434,slope,125_slope.jpeg,48
4.2729497,0.53721035,0,0.48314047,0,0,1.4429287,0,1.8901508,0,0,1.4380568,0,0,0,0,0,0,1.3636152,3.2883825,0,0,0,0,0,0,0,0,0,2.1510425,3.4073098,3.12069,0,0,0,0,0.6971833,0,0,1.7021605,0.04293319,0,0,3.761313,0.13554947,0.14184059,0,0,4.4425607,2.8646564,1.4047077,1.394865,0,0,3.7877026,0,4.025571,0,0,0,0,0,0,0,slope,9_slope.jpeg,48
3.080781,0.7314291,0,0,0,0,0.39780772,0,0,0,0,0.41049203,0,0,0,0,0,0,2.2019503,2.9178426,0,0,0,0.5316339,0,0,0,0,0,1.1771443,3.2858093,0.10962635,0,0,0.72981346,0,0.8098123,1.4704602,0,0.24077573,0,0,0.81464,4.0862594,0,0,0.85122675,0,3.2573915,3.1099095,0,2.4734843,0,0.13169637,1.7515553,0,2.7486587,0,0,0,0,0,0,0,slope,128_slope.jpeg,43
6.6631703,0.2923263,0,1.3118747,0,0,0,0,0,0,0,0,0,0,1.0764192,0,0,2.241869,2.1950006,1.6992636,0,0,1.9783639,0,0,0,0,1.011385,0,5.722304,0.6518796,0.4966747,0,0.80220944,0.8791896,0,1.0991714,0,0,0,0,0,2.1846504,6.2630816,0,0,0,0,3.590977,2.3153086,0.23777397,1.7285615,0,0,3.14552,0,0,0,0,0,0,0,1.1999428,0.27028015,slope,6_slope.jpeg,0
2.1776664,1.0489241,0,0.9198351,0,0,0,0,0.6410331,0,0,0,0,0,0,0,1.2738743,0,2.108181,1.2754403,0,0,0,0,0,0,0,0,0,0.74041665,0,0,0,0.3444299,0,0,2.0553138,1.2590065,0,0,0.9416568,0,0.8472352,3.4924107,0,0,0,0,5.330723,3.8727753,0,3.4233947,0,0,0.82581854,0,1.3183938,0,0,0,0,0,0,0,slope,34_slope.jpeg,48
1.389247,1.8055187,0,1.2791585,0,0,0.47540492,0,0,0,0,0.56244737,0,0,0,0,0.70351607,0,0.61421376,2.9514344,0,0,0.4671262,0.6529792,0,0,0,0,0,2.089152,1.1538838,1.4778705,0,0.97114366,0,0,0.9936022,0.46182162,0,0.92250746,0,0,0.6630557,5.4075365,0,0,0,0,3.3472884,2.6709802,0,2.0924597,0,0,1.2732531,0,2.1961367,0,0,0,0,0,0,0,slope,84_slope.jpeg,43
1.2074295,1.9982928,0,0.22654393,0,0,1.2265135,0,0.87895215,0,0,0,0,0,0,0,0.42831957,0,2.246315,2.1802833,0,0,0,2.13503,0,0,0,0,0,3.535843,2.0072718,0.34073946,0,0,0.8215812,0,1.528613,0,0,0,0,0,0.53915024,4.418848,0,0,0,0,3.3504343,3.1599262,0,4.038646,0,0,0.6769671,0,2.3661816,0,0,0,0,0.12881145,0,0,slope,10_slope.jpeg,43
4.2249923,0.11131163,0,1.645789,0,0,0.26639667,0.2316283,0,0,0,0,0,0,0.71643543,0,0,0,2.9497027,3.0736072,0,0,0.6789073,0,0,0,0.7194372,0,0,1.0542992,1.3122847,0.8946189,0,0,0.4366369,0,0,0,0,0,0,0,0,3.6406083,0,0,0,0,4.0453405,1.5907654,1.123673,1.9554107,0,0,3.6031415,0,0.91878575,0,0,0,0,0,0.3429654,0,slope,160_slope.jpeg,0
0,2.5534217,0,0,0,0,2.8562927,0,1.0992924,0,0,0,0,0,1.2130157,0,0,1.1312522,0,1.6812311,0,0,2.4758933,0.043688595,0,0,0,0,0,0.8861519,0.59270716,2.3047152,0,0,1.6066535,0,1.5573839,0,0.25081825,3.512245,0,0,0,5.8906217,0,0,0,0,2.571522,1.0684388,0.7678698,2.34042,0,0,2.9406543,0,1.1828457,0,0,0,0,0,0.09818033,0.7032365,slope,17_slope.jpeg,43
2.6621163,1.314845,0,1.2476523,0,0,0.70208156,0,0,0,0,0,0,0,0,0,0,0.38694096,1.1456566,1.3294401,0,0,0,0,0,0,0,0,0,1.4737118,2.3665318,3.5067463,0,0,0,0,0.53864723,0.024967669,0,0,0.22182167,0,0,3.7925448,0,0,0.37856555,0,2.8353093,0,0,1.4601109,0,0,1.3814584,0,1.0141854,0,0,0,0,0.64225054,0,0,slope,146_slope.jpeg,43
3.7990494,1.5218669,0,0,0,0,2.6469202,0,1.6797363,0,0,0,0,0,0,0,1.1401094,0,1.3450121,0,0,0,0,0,0,0,0,0,0,2.8587055,3.0913222,1.406102,0,0,0,0,0,0,0.27144614,0,0,0.3926033,1.3605083,3.7745235,0,0,0.9994477,0,2.6459107,0,0,0.5588679,0,0.55776674,2.2448537,0,1.41899,0,0,0,0,0,0,0,slope,40_slope.jpeg,0
1.2690868,0.27895895,0,2.9754965,0,0,0,0,0,0,0,0,0,0,0.394698,0,3.874223,0.7550842,0,2.1832237,0,0,6.7979503,0.0529977,0,0,0,1.1846802,0.6795294,1.0200719,0,1.4883082,0,1.6206942,0,0,3.3909748,0,0,0,0,0,0,5.5424953,0.45163947,0,0,0,4.548435,0,0,2.8115976,0,0.31093383,3.8392618,0,0,0,0,3.769087,0,0,1.8019356,4.489803,slope,148_slope.jpeg,22
2.1018276,1.2195222,0,1.6778817,0,0,0.32821202,0.52359,1.2623119,0,0,0,0,0,0,0,0,0,1.0828955,3.0070074,0,0,0,0.08602979,0,0,0,0,0,0.463993,3.2624607,2.9295795,0,0.6561425,0.20417885,0,2.1413574,0.36080655,0,0,0,0,0,5.6222553,0,0,0.74344075,0,2.8928678,3.6765451,0,1.2750591,0,0,2.3371444,0,3.4805245,1.1992836,0,0,0,1.0906157,0,0,slope,22_slope.jpeg,43
2.9126577,0,0,1.3110461,0,0,0,1.6101016,0,0,0,0,2.1726804,0,0,0,0,0,2.6679387,1.8530202,0,0,0,0,0,0,0,0,0,0.39654937,1.3632503,0,0,0,0,0,0.8060948,0,0,0,0,1.9549,0,3.750225,0,0,0.96555483,0,2.6561968,3.9303515,0.60192186,0.63026595,0,0,2.4633784,0,1.5102427,0,0,0,0,0.7226216,0.40312207,0,slope,20_slope.jpeg,49
