0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Class_names,Filenames
0,9.202449,0,0,0,0,4.4149904,0,0,0,0,0,0,0,2.880206,0,6.5190153,0,2.8464797,0,6.8648148,0,4.7618027,4.4380693,0,0,0,3.6169074,1.7440714,1.006759,0,0.9642845,0,0,1.4506376,0,4.0210195,0,0.7195342,1.354022,0,0,0,11.847309,0,0,0,0,7.822898,0,1.5842465,10.869263,0,5.302687,2.5863364,0,0.67561746,0,0,3.908151,0,0,0,0,cross_walk,62_cross_walk.jpeg
0,5.0362124,0,0,0,0,4.057769,0,0,0,0,0,0,0,2.3708658,0,4.0531015,0,0.23524255,0,3.5583727,0,2.8585014,4.7328496,0,0,0.08063751,3.0230157,0,3.1203322,0,3.4454744,0,0,2.975497,0,2.0185535,0,0.82860374,1.6416963,0,0,0,6.4366584,0,0,0,0,5.5176225,0,0.54895294,6.9821672,0,3.9144032,2.0112035,0,0,0,0,5.6883636,0,0,0,0,cross_walk,161_cross_walk.jpeg
1.5582459,0,0,0.13519247,0,0,0.8985721,0,0,0,0,0,0.3029645,0,1.4402301,0,0,0,3.1910784,0,0,0,0,0,0,0,0,0,0,1.8580002,0.45614278,0,0,0,0,0,0,0,0,0,0,1.6278489,0.05714761,0,0,0,0.40532088,0,0.08378319,0,2.9344294,0,0,0,0,0,0,0,0,0,0,0,1.148279,0.8761615,cross_walk,142_cross_walk.jpeg
0.7445238,4.4287634,0,0,0,0,4.289253,0,0,0,0,0,0,0,0,0,2.9109366,0,3.1943474,0,3.9624608,0,0,3.278788,0,0,0,3.5841703,0,2.6433673,0.28514248,2.4032922,0,0,0.85261077,0,0,0,1.0284067,1.6048385,0,0,0,4.5265775,0,0,0.013814013,0,5.916239,0,0.043262444,7.920825,0,2.0268493,2.3139133,0,0,0,0,3.1322563,0,0,0,0,cross_walk,91_cross_walk.jpeg
0.66511685,3.4314938,0,1.564335,0,0,0.95043045,0,0,0,0,0,0,0,0.44863984,0,2.3809075,0,5.2308173,0.067438155,2.4908679,0,0.27922192,0,0,0,0,0,0.30326065,1.045711,0,0.8147376,0,0,0.84866536,0,0.39196974,0,0,0,2.3814795,0,0,5.9927716,0,0,0,0,7.7720575,2.424845,0.37386197,6.723557,0,1.3095757,1.8592333,0,1.739158,0,0,2.29505,0,0,0,0,cross_walk,0_cross_walk.jpeg
0,4.921443,0,0,0,0,1.5740982,0,0,0,0,0,0,0,0.26021346,0,2.9139745,0,3.949375,0,3.500955,0,1.9094092,2.5261846,0,0,0,1.1225035,1.0053246,0.23118348,0,0.26500383,0,0,0.72781247,0.018483274,1.7518729,0,2.0039062,0.64722925,0,0,0,5.9402018,0,0,0,0,5.566355,0,2.1739478,7.0443063,0,3.9281747,1.5294317,0,0.70777005,0,0,1.9890265,0,0,0,0,cross_walk,222_cross_walk.jpeg
0.55247384,3.3588796,0,0,0,0,3.5425987,0,0,0,0,0,0,0,2.6363108,0,3.2029452,0,2.2922227,0.66013765,1.0883125,0,5.0150666,1.2344623,0,0,0.62693,2.4937854,2.1678321,3.9227953,0,0,0,0,0.8172324,0,3.2735233,0,0,0.44669592,0,0,0,7.3557515,0,0,0,0,5.93207,0,1.29814,6.0687723,0,1.0974984,0.29461512,0,1.6303465,0,0,3.4627433,0,0,0,0,cross_walk,177_cross_walk.jpeg
0.18338075,0.6339042,0,0,0,0,1.4063295,0,0,0,0,0,0,0,0.761943,0,1.0325484,0,0.55656505,0,0.72029096,0,2.7253253,1.3801402,0,0,0.28822914,1.2822084,0.5000243,1.1250716,0,0.45624495,0,0,0,0.08784185,1.8900069,0,0,0.42001662,0,0,0,4.697108,0,0,0.6386482,0,1.0959802,1.6743959,0.75205183,2.5961926,0,0.18775828,3.3889198,0,1.1467127,0,0,1.4282644,0,0,0,0,cross_walk,206_cross_walk.jpeg
1.962714,2.2030208,0,0,0,0,0,0.4257495,0.69844645,0,0,0,0,0,1.6093906,0,0,0,2.7435112,0,0,0,0,1.7045456,0,0,0,1.8013821,0,3.962708,0,0,0,0,0.63019335,0,0.83254,0,0,0,0,0,2.3333733,3.10566,0,0,0,0,4.1404595,5.189532,0,1.7759213,0,0,1.0400714,0,1.212455,0,0,0,0,0,0,0,cross_walk,134_cross_walk.jpeg
0,3.0858572,0,1.1755364,0,0,2.4621344,0,0,0,0,0,0,0,4.1368713,0,1.0254668,0,0.8194227,0,4.1392293,0,1.2813022,2.3073967,0,0,1.0794622,3.4992907,3.5036135,1.322311,0,0.844059,0,0,0.8460387,0,0.7900464,0,0,0.69580805,0,0,2.1561916,5.162925,0,0,0,0,6.346436,0.23563656,2.0566719,6.8055143,0,2.1572392,2.8795476,0,0,0,0,4.7686615,0,0,0,0,cross_walk,171_cross_walk.jpeg
