0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Class_names,Filenames
3.31927,0,0,3.718237,0,0,0,0,0,0,0,3.597869,0,0,1.9585043,0,1.881855,1.0752245,0.82182175,0.62193495,0,0,6.4893107,0,0,0,5.6458807,0,1.7982479,0,0,0,0,0,1.1942278,0,0,0,0,0,0,0,0,7.1575704,0,0,2.6888194,0,7.911992,0,0.3471329,3.615022,0,0,6.110699,0,2.2457395,0,0,0,0,0,0,4.628257,building,41_building.jpeg
1.478426,0,0,0.91384566,0,0,0.7535754,0.2507849,0,0,0,2.132288,0,0,0,0,0,0,0.37520915,0,0,0,2.473321,0,0,0,1.4830366,0.73847663,1.8139819,1.9689969,0,0.78572404,0,0,0.084729955,1.900947,0,0,0,0,0,0,0,5.230372,0,0,2.5307915,0,2.6417253,0,0.94605845,0,0,0,5.1866035,0,0.51009965,0,0,0,0,0,0,2.2246482,building,174_building.jpeg
3.558786,0,0,0,0,0,1.1701189,0,0,0,0,0,0,0,0,0,0,0,1.7983148,0,0,0,0,0,0,0,0.39122722,0,0,3.606056,0.9585134,2.5810971,0,0,0.013789948,1.0731925,0,0,0,0,0,0,0.49599108,2.1476636,0,0,2.7738557,0,3.555109,0,0,2.6171336,0,0,3.589867,0,0,0,0,1.0047652,0,0,0.18441364,0.9440973,building,159_building.jpeg
0.6581225,0.7317356,0,0.1607285,0,0,0.6033988,0.2973402,2.331621,0,0,0,0.69681704,0,0.44846863,0,1.9391462,0,0,1.0396092,0,0,3.1852982,0,0,0,1.4734784,0.7545572,0.6026776,1.2204782,0,0.6570968,0,0,0,0,2.1740656,0,0.2490214,0,0,0,0,6.5537667,0,0,0,0,1.1113898,0.36812052,1.8535233,0,0,0,2.720273,0,4.255983,0,0,0,0,0,0,1.6459808,building,40_building.jpeg
2.407177,0,0,1.3773559,0,0,2.5110087,0,0,0,0,2.5792437,0,0,0,0,0.004181683,0,0.9349741,0,0,0,1.8756875,0.97907174,0,0,1.4269787,1.4569445,0,1.7761823,0,2.0002348,0,0,1.2658741,0.0250974,0,0,0.33050773,1.0676289,0,0,0,5.3936505,0,0,0.24808006,0,8.044797,0,0,4.8055573,0,0,9.824518,0,0,0,0,3.0035083,0,0,0.08647064,1.7070628,building,7_building.jpeg
0.89545333,1.033691,0,0,0,0,2.754163,0,0,0,0,0,0,0,1.2602134,0,0,0,1.5321668,0,1.0746295,0,0.39298126,1.1088705,0,0,0.6916801,3.0718217,0,2.788299,0.07639493,2.3229272,0,0,2.8900597,0.2711958,0,0,0.97921497,0.95602745,0,0,1.1127387,3.1597962,0,0,0,0,5.3836427,0,0,5.9994845,0,0,5.493661,0,0,0,0,3.4594083,0,0,0,0.97214276,building,5_building.jpeg
2.7196994,0,0,0.21446978,0,0,0,2.3078935,0.5716746,0,0,0,4.1156864,0,0,0,0,0,0.67236483,0.80031115,0,0,1.235848,0,0,0,0,0,0,0,0,0.94016725,0,0,0.29316172,0,0,0,0,1.0979501,0,1.272674,0,6.631602,0,0,0,0,5.935849,3.051586,3.9968321,0,0,0,3.107533,0,2.27857,0,0,0,0,0,0,0.68733144,building,183_building.jpeg
3.0818787,0,0,2.6448922,0,0,0,0,0,0,0,2.893624,0,0,0,0,2.3221235,2.8689666,0,1.7544074,0,0,4.774638,0,0,0,3.3070674,0,2.8261533,1.4202391,0,0,0,0,0,0,0,0,0,0,0,0,0,8.471892,0,0,2.088893,0,7.768667,0,0,2.8354135,0,0,6.021241,0,4.540234,0,0,0,0,0,0,5.5633883,building,152_building.jpeg
2.5594258,0,0,4.156489,0,0,0,0,0,0,0,1.4031891,0,0,0.68217754,0,2.661316,2.160778,0.040290397,1.9007351,0,0,5.241607,0,0,0,3.445722,0,3.568511,0.017686782,0,0,0,0,0,0,0,0,0,0,0,0.54198605,0,9.187446,0,0,1.108574,0,6.5407867,0,0.73717237,2.731993,0,0,5.0130677,0,5.2047763,0,0,0,0,0,0,6.5351458,building,104_building.jpeg
0,4.8048162,0,1.3934265,0,0,0,0,0.8430811,0,0,0,0,0,1.4246539,0,4.5652814,0.023512756,0.50953925,0.93002945,0.19543144,0,5.649612,0,0,0,0.3829697,3.2821105,0.9934797,1.696103,0,0.23366174,0,0,0,0,2.0978906,0,0,0,0,0,0.34728706,12.116457,0,0,0,0,5.2651124,0.5801852,2.4107902,2.3221915,0,0,4.7755675,0,3.1017404,0,0,0,0,0,0,3.0616841,building,47_building.jpeg
