0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Class_names,Filenames,Predicted_classes
0.25993565,0,0,3.1469228,0,0,0,1.9317979,0,0,0,2.8371472,0,0,0.88752854,0,0,0,3.8044362,0.74505997,0,0,0.64659226,0,0,0,0,0,0,1.2280425,0,0.092541456,0,0,0.79996514,0.66184264,3.7284405,0,0,0,0,0,2.1942103,0.9652445,0,0,0,0,3.3472626,2.9024696,1.4737453,0.17113787,0,0,3.5553935,0,0,0,0,0,0,0,3.179325,0,casserole,46_casserole.jpeg,18
2.2650714,0,0,1.9022084,0,0,0,1.79848,0.3517851,0,0,0,0,0,0,0,0,0,1.171347,0.7761361,0,0,0,0,0,0,0,0,0,2.1737618,2.7425802,1.5328202,0,2.2996116,0,0,4.431048,0,0,0,0,0,0,2.589727,0,0,0.06709993,0,3.8925447,3.3004887,0,0.5894019,0,0,0.63712895,0,0.6879683,0,0,0,0,1.1032317,0,0,casserole,122_casserole.jpeg,36
1.2613627,0,0,2.3808503,0,0,0,0,0,0,0,0.20472147,0,0,0.85591304,0,0,0,5.399333,1.962949,0,0,0,0,0,0,0,0,0.81254065,0,0,0,0,0,0,0.71230656,0.9756876,0,0,0,0,0,1.8749894,0.8229515,0,0,0.20995472,0,1.758934,2.2717195,0,0,0,0,1.2823883,0,0,0,0,0,0,1.1515303,3.3572388,1.2460035,casserole,12_casserole.jpeg,18
1.0229058,0,0,0,0,0,0,1.5095302,0,0,0,0,0,0,0,0,0,1.2079394,2.5270224,2.22955,0,0,0.19371387,0,0,0,0,0,1.0029572,2.7219458,0,0,0,0,0,1.5456146,1.9756284,0,0,0,0,0,3.7401245,3.7524328,0,0,0,0,2.3842785,2.4101427,0.8583607,0.21760198,0,0,1.2568967,0,0,0,0,0,0,0,2.0039513,0.51026165,casserole,166_casserole.jpeg,43
1.6669016,0,0,4.508887,0,0,0,4.535227,0,0,0,1.8593587,2.8947744,0,0,0,0,0,0,0.96825665,0,0,0,0,0,0,0,0,0,0,0,0.9103535,0,0,1.8899,0,0,0,0,1.3915812,1.7594756,0,0,0.89504933,0,0,0,0,2.590299,2.98109,4.0474663,0,0,0,2.2762215,0,0,0,0,0,0,0,2.0853865,0,casserole,13_casserole.jpeg,7
0,0,0,0.83766717,0,0,1.0595223,0,0.25260594,0,0,0,0,0,0,0,0,0,0.92817336,0,0,0,0,0.15631945,0,0,0,0,0,0,0.44164217,0,0,0,0,0,1.0556759,0,0.15296252,0,0.3041354,0.38666794,0,2.5308306,0.9581029,0,0.14223458,0,2.771414,0,0.8161468,0,0,0.1387261,1.7865353,0,0,0,0,0,0,0,0.6050347,0.22212692,casserole,163_casserole.jpeg,48
1.2963471,0,0,1.354514,0,0,0.8688974,0,0,0,0,0.6885454,0,0,0,0,0,0.720859,1.3103129,0,0,0,0.41538215,0,0,0,0,0,0,0.13238543,0,0,0,0,0,0,0,0,0,0,0,1.2838874,0,1.820368,2.9559696,0,0.64587295,0,0.9820568,0,1.4040811,0,0,0,1.9348633,0,0,0,0,0,0,0,1.0785141,1.0518683,casserole,114_casserole.jpeg,44
0,0.64909256,0,0.5137566,0,0,0.11150131,0.43745902,0.71557903,0,0,0.35653558,0,0,0,0,0,0,2.0531254,0.55709684,0,0,1.1506029,1.0036186,0,0,0,0,0,0,0.21435077,0.08249971,0,0,0,0,0,0,0,0,0,0,0.70096886,1.8926854,0,0,0,0,3.7953236,0.76326334,0,2.3287966,0,0,2.4583104,0,0,0,0,0,0,0,2.0293186,1.063277,casserole,31_casserole.jpeg,48
1.1800425,0,0,0.17538111,0,0,0.31240505,0.059058268,0,0,0,0,0,0,0,0,0,0,4.2533727,0,0,0,0,0.09172883,0,0,0,0,0,3.1694732,0.5247351,0,0,0,0,3.2612941,4.365666,0,0,0,0,0,3.0942328,1.7498043,0,0,2.4953363,0,5.659812,2.54362,1.1045742,0,0,0,1.6108444,0,0,0,0,0,0,0.51115555,0.3148305,0,casserole,85_casserole.jpeg,48
3.0623047,0,0,0,0,0,0,0.1845176,0,0,0,0,0.440284,0,0,0,0,0,2.5484035,0,0,0,0,0.41021398,0,0,0,0,0,1.0759566,1.3029802,0,0,0.5808631,0,0.89228064,0.7526718,0,0,0,0,0,0.50717974,1.1075373,0.9198125,0,1.9117416,0,4.8793406,2.4201295,0,0.070577376,0,0,2.2334764,0,1.1056248,0,0,0,0,2.387552,0.9617174,0,casserole,87_casserole.jpeg,48
1.6458888,0,0,1.5830199,0,0,0,2.1639519,0,0,0,0,0.026312191,0,0.23995963,0,0,0,1.5487797,1.292668,0,0,0.32933772,0,0,0,0,0,0,0.14629726,1.1692369,1.5987241,0,0,0.19255246,0,2.1712742,0,0,0,0,0,0.7586121,3.7595115,1.0806082,0,0,0,2.429312,2.5818567,1.9877788,0,0,0,0.24847758,0,0,0,0,0,0,0,0.29101768,0.61128986,casserole,6_casserole.jpeg,43
2.1896138,0,0,3.4269488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9026994,0,0,0,0,0,0,0,0,0,0,1.11415,1.0455725,0,0,0.041373286,0,0,0.035101734,0,0,0,0,0,0,1.8095623,0,0,2.261325,0,3.7046025,1.4805902,0.4175136,0,0,0,1.634606,0,0,0,0,0,0,0,0.9712204,1.0844778,casserole,148_casserole.jpeg,48
1.5501604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8048933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39069605,2.199777,0,0,1.1672564,0,3.7662468,0,0.69269687,0,0,0,1.5125718,0,0.7941086,0,0,0,0,0.39700276,1.2003613,0.31703585,casserole,8_casserole.jpeg,48
