0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Class_names,Filenames,Predicted_classes
0,0.42575198,0,2.4441733,0,0,1.8153003,1.3683081,0.2688137,0,0,0.14344294,2.992382,0,0,0,1.9012465,0,0,2.596159,0,0,2.1010802,0,0,0,0,0.1351538,0,0,0,0,0,0,0,0,1.6709741,0,0,1.5116984,0,0,0,4.089439,0,0,0,0,3.2053738,3.928949,3.7268107,4.9867487,0,1.2477382,2.8960598,0,1.4634448,0,0,0,0.04595435,0,0,0,river_water,170_river_water.jpeg,51
0,2.67584,0,0,0,0,0,0,0.24397133,0,0,0,1.6972562,0,0.14939019,0,2.7257175,0,1.7341986,2.0294514,0,0,3.2009645,0.9145391,0,0,0,3.1160424,1.9335396,1.6042181,0,0,0,0,0,0,2.646262,0,0,0,0,0,0,7.818441,1.0087655,0,0,0,3.6804242,2.568829,2.536763,3.6977274,0,0,1.3830754,0,2.0579906,0,0,0,0,0,0,0.41754252,river_water,38_river_water.jpeg,43
0,1.857279,0,1.1962839,0,0,0.12532231,0,0,0,0,0,0,0,0,0,2.8649478,0,2.1314452,2.8656342,1.6563004,0,0.64595276,0,0,0,0,0,1.5299774,0,0,0.044643696,0,0,0,0,2.543626,0,0,0.71968293,0,0,0,5.6538844,0,0,0,0,4.662327,1.1808921,1.9500921,3.1128168,0,0.8362686,1.6769722,0,0.94670886,0,0,0.8774769,0,0,0,0.2142503,river_water,133_river_water.jpeg,43
0.35589588,1.6935309,0,0.11649792,0,0,1.3789885,0,1.0806016,0,0,0,0,0,7.391987,0,2.4363904,0,4.010229,2.8175979,0.57716966,0,4.8080626,1.9665935,0,0,1.1025108,3.324464,0.87639666,3.084266,0,0,0,0,0.29012367,0,4.3520384,0,0.10470469,0.32670295,0,0,0.63111913,5.21857,0,0,0,0,3.1637845,0,0,2.5636423,0,1.5448742,2.8591228,0,0,0,0,2.484409,0,0,0.24068873,0,river_water,183_river_water.jpeg,14
0,0,0,3.383008,0,0,0,0.22726864,2.0265234,0,0,0,1.4704534,0,2.1975875,0,2.5843508,2.234198,1.6062154,3.693496,0,0,4.818169,0,0,0,0,1.8764739,3.812923,0,0,0,0,0,0.04160179,0,3.4046485,0,0,0.000806022,0,0,0,4.386686,0,0,0,0,6.150227,0.63391626,3.110712,2.2893803,0,1.2063321,3.1428943,0,2.768067,0,0,0.7129816,0,0,0,0.9378114,river_water,176_river_water.jpeg,48
0,2.0678847,0,3.0832167,0,0,1.2348074,1.9619346,1.6851828,0,0,0,1.7521387,0,2.7568247,0,4.731296,1.2056298,1.5239094,2.3247948,1.5355648,0,1.3655869,0.62652636,0,0,0,0.51441085,3.195313,0,0,0,0,0,0.3300128,0,4.179564,0,0.8212057,1.7621372,0.007991483,0,0,4.6697283,0,0,0,0,5.288847,0,2.3006585,3.6393785,0,2.055174,3.9310703,0,0.80447716,0,0,1.3179895,0,0,0.46077856,0,river_water,89_river_water.jpeg,48
0,0,0,0.13650341,0,0,1.8215964,0,0,0,0,0.76336247,0,0,1.7334139,0,0.37881777,0.6784085,5.56091,1.6397672,0,0,4.80781,0,0,0,0,0.4087959,3.571013,2.256749,0,0,0,0,0,0.46873534,2.4331238,0,0,0,0,0,1.7182772,5.547378,0.32045868,0,0,0,4.8252835,0,1.0402843,2.4098012,0,0,3.6274147,0,0,0,0,0.45190454,0,0,0,1.848879,river_water,163_river_water.jpeg,18
0.69970083,0,0,3.7944593,0,0,0,3.1005676,0,0,0,0,0,0,1.8824943,0,0,0,3.1381428,4.7562585,0,0,3.7143188,0,0,0,3.1974757,0,0,0.005369069,0,0,0,0,0,0,0.7277086,0,0,0,0,0,0,6.6916595,0,0,0,0,3.5352786,7.112257,4.1483464,0,0,0,0.31538147,0,0,0,0,0,0,0,0,1.6703341,river_water,162_river_water.jpeg,49
3.0605292,2.7075903,0,0.05821763,0,0,0,0,0,0,0,0,0,0,0,0,0.3258369,0,3.6552236,0,0,0,0,1.6095948,0,0,0.57218075,0,0,1.9357511,0,0,0,0.9936651,0,0,0.64977765,0.38752905,0,0,0.70632225,0,1.7798574,3.2376633,0,0,0,0,2.9566476,4.7904134,0,3.1134825,0,0.340387,1.2389394,0,1.7619373,0,0,0,0,1.7222999,0.90746695,0,river_water,198_river_water.jpeg,49
0,0,0,0.10441325,0,0,0,1.7863514,1.0715507,0,0,1.4479785,0,0,2.17936,0,1.1764485,0,1.767026,4.4893837,0,0,3.57901,0,0,0,0.74234694,1.0147392,0.1891125,0.9480379,0,0,0,0,1.1811363,0.08000785,5.5000706,0,0,0,0,0,0,4.1909323,0,0,0,0,4.143987,0.24523027,1.5301404,1.5595167,0,0,2.8469026,0,0.011947552,0,0,0,0,0,0,0,river_water,31_river_water.jpeg,36
3.1129048,0,0,1.9322357,0,0,0,0,1.059455,0,0,1.1095225,0,0,0,0,0,0.07026944,0.57102144,3.6381006,0,0,2.61793,0,0,0,2.529687,1.1373463,0.00542839,0.8675419,0,0,0,0,0.48965257,0,1.8397626,0,0,0,0,0,0,4.3292823,0,0,1.2396474,0,4.5263042,0.4952232,0.26148182,2.5633454,0,0,1.5669277,0,2.9245944,0.87347,0,0,0,0,0,0.8653173,river_water,59_river_water.jpeg,48
