0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Class_names,Filenames,Predicted_classes
5.304875,0,0,0,0,0,2.5244358,0,1.1438867,0,0,0,0,0,0,0,0,0,1.2513963,0,0,0,0,0,0,0,0,0.064509496,0,6.87483,4.9710298,1.9346597,0,0,1.8713644,2.9006119,0,0,0,0,0,0,0.2794338,2.3939445,0,0,2.5334988,0,3.9067628,0,0,2.0294776,0,0,1.6346337,0,0,0,0,0.86926585,0,0,0,0,fire_escape,67_fire_escape.jpeg,29
5.153668,0,0,0,0,0,1.7468525,0.97117597,0,0,0,0,1.7052597,0,0,0,0,0,2.4216921,0.06810403,0.057523757,0,0,0,0,0,0,1.0753155,0.33248323,3.2393272,1.5442576,0.23963699,0,0,0.7481735,3.135816,0,0,0,0,0,0,2.3049407,0,0,0,1.5490433,0,3.4177427,0.041148428,1.7371011,2.3489118,0,0,1.459884,0,0,0,0,0.84791106,0,0,0.5511829,0,fire_escape,147_fire_escape.jpeg,0
1.4212235,0,0,1.8800504,0,0,0.103196956,0.30076036,3.1077025,0,0,0.93155795,0,0,1.583203,0,0,0.01865833,0,0.54719776,0,0,4.456364,0,0,0,0.75646865,3.36683,0,2.3640513,0,0.93359554,0,0.19278057,1.4554597,0,4.4464717,0,0.49432257,0,0,0,0,5.4800596,0,0,1.6841583,0,0,0,0.9902213,0,0,0,2.290653,0,0,0.19783618,0,0.48086965,0,0,0,0.87206167,fire_escape,89_fire_escape.jpeg,43
1.8704708,0,0,0,0,0,2.323858,0,2.2972076,0,0,0,0.40260515,0,0,0,2.6713324,0,0,0,0,0,1.965577,0.21485011,0,0,2.626362,0,0,3.5211554,0.035366103,0,0,0,0,0,1.0451282,0,0,0.3822977,0,0,0,5.588166,0,0,1.3038546,0,5.6667924,0.8023115,0,2.4475417,0,0,4.9735246,0,2.5419655,0,0,3.1888463,0,0,0,1.2575227,fire_escape,159_fire_escape.jpeg,48
2.0154836,1.0728918,0,2.4764233,0,0,0.5558629,0,1.5425539,0,0,0.3737573,0,0,0,0,0,0.5230223,2.4454134,0,0,0,0.04098308,0.29292122,0,0,0,2.2124918,0,2.1435168,0.71998465,0.76369464,0,0,0.21230169,0,0,0,0,0,0,0.91543627,0,2.6483629,0,0,1.6241567,0,0.8550877,0,0,0,0,0,4.4511404,0,0.29688525,0.6911797,0,0,0,1.9747895,1.1857967,0,fire_escape,196_fire_escape.jpeg,54
1.7719564,2.8972185,0,0,0,0,3.4940386,0,0.05041502,0,0,0,0,0,0,0,0,0,1.125834,0,0,0,1.042074,4.8360147,0,0,0,3.203995,0,6.192781,2.4198046,5.8818107,0,0,2.476547,0,0,0,0,0,0,0,5.0114803,4.081706,0,0,1.4811924,0,9.34235,0,0,7.5941825,0,0,4.1880126,0,0,0,0.7157673,6.7680316,0,0,0,0,fire_escape,171_fire_escape.jpeg,48
2.0219588,2.2352953,0,0,0,0,1.8454597,0,0.39897597,0,0,0,0,0,0,0,0,0.33816555,2.9629402,0,0,0,0.69047475,2.6414342,0,0,0,0.70127803,0,5.139162,2.7146127,1.6928527,0,0,0.07699363,1.1596341,0,0,0,0,0,0,2.6156049,2.2414584,0,0,1.5264747,0,4.2123466,0,0,3.7370927,0,0,4.5530725,0,0,0,0,3.2805107,0,0,0.17540579,0,fire_escape,46_fire_escape.jpeg,29
4.093559,0.4700015,0,0,0,0,0.35000277,0,0,0,0,1.2932568,0,0,0,0,0,0,3.0764427,0,0,0,1.5276688,1.346343,0,0,0,0.28427863,0.08426298,3.9595883,0.92276573,0.11302828,0,0,0,0,0,0,0,0,0,0,1.0638257,2.3794947,0,0,3.430051,0,5.038758,0,0,2.4826694,0,0,5.113931,0,0,0,0,3.1539633,0,0,0.57592565,1.324104,fire_escape,120_fire_escape.jpeg,54
1.8757496,0.3867593,0,0,0,0,1.8557942,0,0,0,0,1.6979002,0,0,0,0,0,0,1.2683318,0,0,0,1.0226843,4.0552764,0,0,0,1.148098,0.75453115,2.6197088,0,1.5232074,0,0,0,2.2184172,0,0,1.0002747,0.358381,0,0,0.85178554,3.8346207,0,0,2.9006097,0,6.104688,0,0,4.862959,0,0,4.78918,0,0.09844936,0,0.20996077,4.3991714,0,0,0,1.9367604,fire_escape,65_fire_escape.jpeg,48
4.836663,0,0,1.3970997,0,0,0,0,1.9021686,0,0,0,0,0,0,0,0,1.4467738,1.401249,1.757993,0,0,0.7287502,0,0,0,0,0,0,0,1.1988664,0,0,0,0,0,0,0,0,0,0,1.7355857,0,6.096965,0,0,0.80548483,0,0.7102937,0.45721176,3.1032174,0,0,0,0,0,2.356595,0,0,0,0,0,0,5.3375735,fire_escape,20_fire_escape.jpeg,43
